frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,138.6,,,,,,,,,,,,,,,,,,,24,1088,30,98.77856087411558,2.7236735535142165,,,,
1,138.6,,,,,,,,,,,,,,,,,,,42,184,1015,16.705197794887194,92.150955227231,,,,
2,245.6,,,,,,,,,,,,,,,,,,,21,173,1027,,,,,,
3,268.1,,,,,,,,,,,,,,,,,,,16,174,1030,15.797306610382456,93.51279200398811,,,,
4,289.4,,,,,,,,,,,,,,,,,,,42,539,1024,48.935334844805425,92.96805729328526,,,,
61,2044.5,13,281,987,25.511742284583164,89.60885991061772,0.3282401851984872,-0.9208244650890379,-27.3808950956797,-0.8895981648732807,11,493,973,44.759035396083625,88.3378122523111,-0.5044695816598682,0.4163548834291696,-9.720030475141973,-8.830432310268693,,,,,,,,,
62,2074.7,13,281,987,25.511742284583164,89.60885991061772,0.001812158052908288,-0.9069860106521349,-18.121580529036606,0.018103477052031473,11,493,973,44.759035396083625,88.3378122523111,0.0,0.45439908435252163,0.0,-9.069842003044318,,,,,,,,,
63,2106.8,13,281,987,25.511742284583164,89.60885991061772,0.009170618025298404,-0.9033289172459176,-18.341236050600653,-18.249069035271024,11,493,973,44.759035396083625,88.3378122523111,0.4516644586229588,0.4608350766482572,9.124534517635512,-9.216701532965143,,,,,,,,,
64,2138.8,13,280,986,25.42095316613269,89.51807079216725,-0.49622678603211695,-0.9348602110335612,9.894851167140942,0.5919153240562436,11,492,973,44.66824627763315,88.3378122523111,0.8196734889722159,0.0,37.80365869639504,0.0,,,,,,,,,
65,2174.9,13,280,986,25.42095316613269,89.51807079216725,-0.45236029356590485,-0.45236029356590485,9.05626213345154,9.05626213345154,11,493,973,44.759035396083625,88.3378122523111,0.4550812516032995,0.0,9.083458115834295,0.0,,,,,,,,,
66,2206.8,13,280,985,25.42095316613269,89.42728167371678,-0.45371850591307056,-0.452809705928578,9.083453571833276,27.259453261617814,11,494,973,44.8498245145341,88.3378122523111,0.45371850591307056,0.0,-9.083453571833276,0.0,,,,,,,,,
67,2239.1,13,280,985,25.42095316613269,89.42728167371678,0.0,-0.02967789041089455,0.0,17.45758259464104,11,495,973,44.94061363298457,88.3378122523111,1.3803928777365175,0.0,-26.622813456827657,0.0,,,,,,,,,
68,2274.8,13,280,986,25.42095316613269,89.51807079216725,0.0,-0.40451282883227646,0.0,-8.098354931577099,11,494,973,44.8498245145341,88.3378122523111,0.4718937359306397,-0.40451282883227646,-8.746871843014668,-8.098354931577099,,,,,,,,,
69,2306.7,13,280,986,25.42095316613269,89.51807079216725,-0.4543999922446282,4.023606791774939e-15,-9.097096941834431,-18.194193883668188,11,494,973,44.8498245145341,88.3378122523111,0.0,-0.4543999922446104,0.0,-9.097096941834074,,,,,,,,,
70,2342.8,13,280,986,25.42095316613269,89.51807079216725,-0.48583451418334495,0.42245825389533076,-9.370000273545683,-8.737502665880694,11,495,973,44.94061363298457,88.3378122523111,-0.48583451418332596,-0.48583451418332596,-9.370000273545317,-9.370000273545317,,,,,,,,,
