frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
675,22513.2,,,,,,,,,,8,360,306,,,,,,,8,852,497,,,,,,
676,22545.3,,,,,,,,,,8,359,306,,,,,,,7,850,500,,,,,,
677,22581.3,,,,,,,,,,8,357,307,,,,,,,8,847,502,,,,,,
678,22613.3,,,,,,,,,,8,356,308,,,,,,,8,845,506,,,,,,
679,22645.3,,,,,,,,,,8,356,309,,,,,,,8,842,513,,,,,,
680,22681.2,,,,,,,,,,8,358,312,,,,,,,7,840,526,,,,,,
681,22713.5,,,,,,,,,,8,361,315,,,,,,,7,838,541,,,,,,
682,22745.4,,,,,,,,,,8,365,320,,,,,,,7,836,558,,,,,,
683,22781.4,,,,,,,,,,8,370,324,,,,,,,8,834,574,,,,,,
684,22813.6,,,,,,,,,,8,374,329,,,,,,,8,833,591,,,,,,
685,22845.3,,,,,,,,,,8,378,334,,,,,,,7,829,607,,,,,,
686,22881.0,,,,,,,,,,8,382,339,,,,,,,7,827,622,,,,,,
687,22913.4,,,,,,,,,,8,386,344,,,,,,,7,824,637,,,,,,
688,22945.5,,,,,,,,,,8,389,349,,,,,,,7,821,651,,,,,,
689,22981.4,,,,,,,,,,8,392,354,,,,,,,7,818,665,,,,,,
690,23013.1,,,,,,,,,,8,395,359,,,,,,,7,814,679,,,,,,
691,23045.3,,,,,,,,,,8,397,364,,,,,,,8,810,693,,,,,,
692,23081.1,,,,,,,,,,8,400,370,,,,,,,7,806,705,,,,,,
693,23113.4,,,,,,,,,,8,402,375,,,,,,,8,803,718,,,,,,
694,23145.1,,,,,,,,,,8,403,380,,,,,,,7,798,729,,,,,,
695,23181.4,,,,,,,,,,8,405,385,,,,,,,8,793,740,,,,,,
696,23213.4,,,,,,,,,,8,406,390,,,,,,,8,789,751,,,,,,
697,23246.8,,,,,,,,,,8,407,395,,,,,,,8,785,762,,,,,,
698,23281.3,,,,,,,,,,8,408,400,,,,,,,7,780,772,,,,,,
699,23313.5,,,,,,,,,,8,408,404,,,,,,,7,775,781,,,,,,
700,23345.3,,,,,,,,,,8,408,409,,,,,,,7,770,790,,,,,,
701,23381.3,,,,,,,,,,8,408,413,,,,,,,7,766,799,,,,,,
702,23416.3,,,,,,,,,,8,407,417,,,,,,,7,761,807,,,,,,
703,23445.6,,,,,,,,,,8,407,421,,,,,,,8,756,815,,,,,,
704,23481.1,,,,,,,,,,8,406,425,,,,,,,7,751,822,,,,,,
705,23513.4,,,,,,,,,,8,405,428,,,,,,,8,745,829,,,,,,
706,23545.3,,,,,,,,,,8,403,432,,,,,,,7,740,836,,,,,,
707,23581.9,,,,,,,,,,8,402,435,,,,,,,8,736,843,,,,,,
708,23613.3,,,,,,,,,,8,401,438,,,,,,,8,730,848,,,,,,
709,23645.6,,,,,,,,,,8,398,441,,,,,,,8,724,854,,,,,,
710,23681.4,,,,,,,,,,8,396,443,,,,,,,8,719,860,,,,,,
711,23713.2,,,,,,,,,,8,395,445,,,,,,,7,713,865,,,,,,
712,23745.4,,,,,,,,,,8,393,447,,,,,,,8,707,869,,,,,,
713,23781.4,,,,,,,,,,8,391,449,,,,,,,8,701,873,,,,,,
714,23813.3,,,,,,,,,,8,388,451,,,,,,,8,696,877,,,,,,
715,23845.3,,,,,,,,,,8,386,452,,,,,,,7,690,882,,,,,,
716,23885.2,,,,,,,,,,8,384,454,,,,,,,8,684,885,,,,,,
717,23916.3,,,,,,,,,,8,382,455,,,,,,,7,680,887,,,,,,
718,23945.7,,,,,,,,,,8,378,455,,,,,,,7,679,885,,,,,,
719,23981.1,,,,,,,,,,8,375,455,,,,,,,8,679,884,,,,,,
720,24013.4,,,,,,,,,,8,373,455,,,,,,,7,677,882,,,,,,
721,24047.2,,,,,,,,,,8,370,454,,,,,,,8,676,881,,,,,,
722,24083.5,,,,,,,,,,8,368,454,,,,,,,8,676,880,,,,,,
723,24113.3,,,,,,,,,,8,366,453,,,,,,,7,674,879,,,,,,
724,24145.4,,,,,,,,,,8,365,452,,,,,,,7,673,878,,,,,,
725,24181.9,,,,,,,,,,8,363,452,,,,,,,7,672,877,,,,,,
726,24213.4,,,,,,,,,,8,361,451,,,,,,,8,671,876,,,,,,
727,24245.2,,,,,,,,,,8,360,450,,,,,,,7,670,875,,,,,,
728,24281.6,,,,,,,,,,8,360,450,,,,,,,7,669,874,,,,,,
729,24313.6,,,,,,,,,,8,359,449,,,,,,,8,668,873,,,,,,
730,24346.7,,,,,,,,,,8,358,448,,,,,,,8,667,873,,,,,,
731,24381.5,,,,,,,,,,8,356,448,,,,,,,7,666,872,,,,,,
732,24413.6,,,,,,,,,,8,355,447,,,,,,,8,665,871,,,,,,
733,24445.4,,,,,,,,,,8,355,446,,,,,,,7,665,870,,,,,,
734,24481.0,,,,,,,,,,8,353,444,,,,,,,7,664,868,,,,,,
735,24513.1,,,,,,,,,,8,352,443,,,,,,,8,663,867,,,,,,
736,24545.1,,,,,,,,,,8,352,443,,,,,,,7,662,867,,,,,,
737,24581.0,,,,,,,,,,8,352,442,,,,,,,7,662,866,,,,,,
738,24613.4,,,,,,,,,,8,352,441,,,,,,,7,663,865,,,,,,
739,24646.1,,,,,,,,,,8,352,441,,,,,,,8,663,864,,,,,,
740,24683.5,,,,,,,,,,8,352,440,,,,,,,8,663,864,,,,,,
741,24713.6,,,,,,,,,,8,352,440,,,,,,,8,663,863,,,,,,
742,24745.4,,,,,,,,,,8,353,439,,,,,,,7,664,862,,,,,,
743,24781.3,,,,,,,,,,8,353,438,,,,,,,7,664,862,,,,,,
744,24813.6,,,,,,,,,,8,354,437,,,,,,,8,665,862,,,,,,
745,24845.4,,,,,,,,,,8,355,436,,,,,,,8,664,861,,,,,,
746,24881.3,,,,,,,,,,8,356,435,,,,,,,7,665,860,,,,,,
747,24917.2,,,,,,,,,,8,358,434,,,,,,,7,666,860,,,,,,
748,24945.4,,,,,,,,,,8,360,433,,,,,,,8,666,859,,,,,,
749,24982.7,,,,,,,,,,8,361,431,,,,,,,7,666,859,,,,,,
750,25013.3,,,,,,,,,,8,363,430,,,,,,,8,667,858,,,,,,
751,25045.3,,,,,,,,,,8,365,428,,,,,,,7,667,857,,,,,,
752,25081.3,,,,,,,,,,8,367,427,,,,,,,7,668,857,,,,,,
753,25113.4,,,,,,,,,,8,370,425,,,,,,,7,669,857,,,,,,
754,25145.6,,,,,,,,,,8,372,423,,,,,,,7,669,857,,,,,,
755,25181.0,,,,,,,,,,8,374,422,,,,,,,8,670,856,,,,,,
756,25213.2,,,,,,,,,,8,377,420,,,,,,,8,671,855,,,,,,
757,25245.5,,,,,,,,,,8,381,418,,,,,,,8,672,855,,,,,,
758,25281.0,,,,,,,,,,8,385,415,,,,,,,8,673,854,,,,,,
759,25313.3,,,,,,,,,,8,390,412,,,,,,,8,675,853,,,,,,
760,25345.5,,,,,,,,,,8,396,408,,,,,,,7,677,852,,,,,,
761,25381.4,,,,,,,,,,8,402,405,,,,,,,8,679,851,,,,,,
762,25413.2,,,,,,,,,,8,409,401,,,,,,,7,682,850,,,,,,
763,25445.5,,,,,,,,,,8,416,397,,,,,,,7,684,849,,,,,,
764,25481.4,,,,,,,,,,8,425,393,,,,,,,8,689,848,,,,,,
765,25513.6,,,,,,,,,,8,436,389,,,,,,,8,695,847,,,,,,
766,25545.3,,,,,,,,,,8,447,385,,,,,,,8,700,846,,,,,,
767,25581.4,,,,,,,,,,8,459,380,,,,,,,8,704,845,,,,,,
768,25613.4,,,,,,,,,,8,471,375,,,,,,,8,708,844,,,,,,
769,25645.9,,,,,,,,,,8,483,369,,,,,,,7,712,843,,,,,,
770,25684.3,,,,,,,,,,8,496,364,,,,,,,8,716,842,,,,,,
771,25720.3,,,,,,,,,,8,509,359,,,,,,,8,721,842,,,,,,
772,25746.8,,,,,,,,,,8,522,355,,,,,,,7,725,841,,,,,,
773,25781.6,,,,,,,,,,8,534,350,,,,,,,8,727,839,,,,,,
774,25813.7,,,,,,,,,,8,546,345,,,,,,,7,728,836,,,,,,
775,25849.1,,,,,,,,,,8,556,337,,,,,,,7,727,832,,,,,,
776,25881.6,,,,,,,,,,8,565,329,,,,,,,7,726,828,,,,,,
777,25918.0,,,,,,,,,,8,573,323,,,,,,,7,726,826,,,,,,
778,25945.6,,,,,,,,,,8,576,324,,,,,,,7,731,828,,,,,,
779,25981.3,,,,,,,,,,8,579,326,,,,,,,7,734,830,,,,,,
780,26013.1,,,,,,,,,,8,581,328,,,,,,,8,737,831,,,,,,
781,26045.5,,,,,,,,,,8,582,329,,,,,,,8,739,832,,,,,,
782,26081.6,,,,,,,,,,8,584,330,,,,,,,8,742,833,,,,,,
783,26120.3,,,,,,,,,,8,585,330,,,,,,,7,744,833,,,,,,
784,26145.6,,,,,,,,,,8,586,331,,,,,,,8,746,833,,,,,,
785,26184.3,,,,,,,,,,8,586,331,,,,,,,7,747,832,,,,,,
786,26216.3,,,,,,,,,,8,587,331,,,,,,,8,749,831,,,,,,
787,26245.2,,,,,,,,,,8,587,330,,,,,,,8,749,831,,,,,,
788,26281.3,,,,,,,,,,8,587,331,,,,,,,7,750,832,,,,,,
789,26313.2,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
790,26345.5,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
791,26381.2,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
792,26420.3,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
793,26453.2,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
794,26481.3,,,,,,,,,,8,588,330,,,,,,,8,750,832,,,,,,
795,26513.3,,,,,,,,,,8,588,330,,,,,,,7,750,831,,,,,,
796,26545.5,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
797,26581.7,,,,,,,,,,8,587,330,,,,,,,8,750,831,,,,,,
798,26613.4,,,,,,,,,,8,587,330,,,,,,,7,750,831,,,,,,
799,26652.8,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
800,26681.4,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
801,26713.6,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
802,26745.5,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
803,26781.3,,,,,,,,,,8,588,330,,,,,,,8,750,832,,,,,,
804,26813.5,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
805,26845.6,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
806,26881.2,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
807,26913.4,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
808,26946.9,,,,,,,,,,8,587,330,,,,,,,8,750,831,,,,,,
809,26981.7,,,,,,,,,,8,587,331,,,,,,,7,750,831,,,,,,
810,27013.4,,,,,,,,,,8,588,331,,,,,,,8,749,831,,,,,,
811,27045.7,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
812,27081.1,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
813,27116.3,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
814,27146.7,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
815,27181.2,,,,,,,,,,8,588,331,,,,,,,8,750,832,,,,,,
816,27220.3,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
817,27245.6,,,,,,,,,,8,588,331,,,,,,,8,750,831,,,,,,
818,27281.2,,,,,,,,,,8,588,331,,,,,,,7,750,831,,,,,,
819,27313.6,,,,,,,,,,8,588,330,,,,,,,8,750,831,,,,,,
820,27345.4,,,,,,,,,,8,587,330,,,,,,,8,750,831,,,,,,
821,27381.2,,,,,,,,,,8,587,330,,,,,,,8,749,831,,,,,,
822,27413.4,,,,,,,,,,8,588,331,,,,,,,8,749,831,,,,,,
