frame_no,timestamp,position_px_x-darkorange,position_px_y-darkorange,position_px_x-green,position_px_y-green,position_px_x-hotpink,position_px_y-hotpink,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
46,1775.3,308,768,338.0,561.0,931.0,749.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
47,1807.3,308,768,338.0,561.0,931.0,748.0,1.9828343469583487,29.971303782870432,0.0,0.378095762039096,0.0,7.554360879902025
48,1843.2,309,768,338.0,561.0,931.0,748.0,1.9828343469583487,29.971303782870432,0.0,0.3749219162374868,0.0,7.483471381985762
49,1875.4,309,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,0.2500621472766258,0.0,4.996246698833675,0.0
51,1944.4,308,768,338.0,561.0,932.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.4296142024123731,0.0,-6.402596161138208
53,2043.7,308,768,338.0,561.0,931.0,749.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
54,2078.6,308,768,338.0,561.0,932.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
56,2174.9,308,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
57,2209.0,309,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
58,2245.2,308,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
59,2275.4,308,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
60,2307.8,308,768,338.0,561.0,930.0,748.0,1.9828343469583487,30.047566642368828,0.0,0.0,0.0,0.0
61,2343.3,308,768,338.0,561.0,930.0,749.0,1.9828343469583487,30.047566642368828,0.3770894351255643,0.0,7.687858004598634,0.0
62,2375.4,308,768,338.0,561.0,931.0,748.0,1.9828343469583487,30.047566642368828,1.1422289778946415,0.0,22.844579557892832,0.0
63,2407.9,308,768,338.0,561.0,930.0,748.0,1.9828343469583487,30.047566642368828,1.528310757915842,0.3820776894789672,30.53567947883803,7.633919869709642
64,2443.4,308,768,338.0,561.0,931.0,749.0,2.059097206456747,30.047566642368828,2.6665335488950395,0.7618667282557389,38.05528113165466,15.22211245266213
65,2475.5,308,768,338.0,561.0,931.0,749.0,2.2116229254535438,30.047566642368828,3.8170054764957424,1.022867013136321,30.5975083262451,20.436903359367072
66,2507.8,308,768,338.0,561.0,932.0,748.0,2.2878857849519414,30.123829501867228,4.546433875810309,1.4636639650049077,29.88720576429438,14.01945901969856
67,2543.5,308,768,338.0,561.0,930.0,748.0,2.516674363447136,30.200092361365627,5.630693877068345,1.9304531274842145,21.16870144923062,8.126267152302441
68,2642.9,308,768,338.0,561.0,932.0,748.0,3.279302958431116,30.505143799359217,8.095260592199283,2.926007972420593,20.516650762208133,2.3007425102179937
69,2679.4,308,768,338.0,561.0,930.0,749.0,3.50809153692631,30.581406658857617,9.173358692493098,2.9942700527184862,24.03965690100623,3.819772771835008
70,2717.1,309,768,339.0,561.0,930.0,749.0,3.813142974919902,30.657669518356013,10.27561196086065,3.659077572110767,32.344179700450304,11.788761011597938
72,2775.4,309,768,338.0,561.0,930.0,749.0,4.499508710405484,30.886458096851207,10.883793251295588,3.4929607097664164,11.594396407378907,6.569615916663524
73,2808.0,309,768,338.0,561.0,930.0,749.0,4.880823007897475,31.038983815848,11.951587473229752,4.164951910472908,4.5309690865487,-0.6584125327829489
75,2875.2,309,768,339.0,561.0,930.0,749.0,5.643451602881456,31.2677723943432,12.22640980564794,4.075469935215975,15.311746966415829,5.103915655471959
76,2975.0,309,768,338.0,561.0,930.0,749.0,6.939920214354222,31.725349551333583,13.929679557306285,4.335031007060337,19.15875647125408,2.6952879410156454
77,3007.7,308,768,338.0,561.0,930.0,749.0,7.397497371344611,31.87787527033038,14.904775181046704,4.6107032915666775,22.89619045664349,-0.5162693137717376
78,3044.4,309,768,338.0,561.0,930.0,749.0,7.931337387833397,32.03040098932718,15.229798369407606,5.076599456469216,20.189299886535288,6.729766628845298
79,3077.3,309,768,338.0,561.0,929.0,749.0,8.465177404322183,32.182926708323976,15.632351882551529,4.967497756563341,14.129070024254018,9.669653398241488
80,3107.5,309,768,338.0,561.0,930.0,748.0,8.999017420810969,32.33545242732077,16.559840824670747,5.095571372537962,10.27145771217494,10.233064523617092
81,3143.1,308,768,338.0,561.0,930.0,749.0,9.532857437299755,32.564241005815965,16.88978032480768,5.504661392277353,13.44761916919078,1.9442340967502092
82,3175.4,309,768,338.0,561.0,929.0,749.0,10.066697453788542,32.716766724812764,17.199839105601324,5.650179666225217,17.827856031807112,4.248428348178007
83,3307.0,309,768,338.0,561.0,931.0,749.0,12.507108957737278,33.555658179295136,18.9171650073188,6.058177938610994,13.36086492088828,-0.5828733850403087
84,3343.8,308,768,338.0,561.0,930.0,749.0,13.193474693222862,33.708183898291935,19.909658972977983,6.510778170394891,16.64584020470352,8.081842416628321
86,3408.2,308,768,338.0,561.0,930.0,749.0,14.489943304695627,34.165761055282324,20.181439153166068,6.359314850903954,11.624790135381822,6.534195762371535
87,3443.1,309,768,338.0,561.0,930.0,749.0,15.252571899679609,34.394549633777515,20.709403267364443,6.657443495838253,-0.5382008414313159,-5.127858016963415
88,3475.5,308,768,338.0,561.0,930.0,749.0,15.862674775666791,34.547075352774314,20.79098241252541,6.720040489536585,16.573254798783427,11.60127835914765
89,3542.8,308,768,338.0,561.0,930.0,749.0,17.311669106136357,35.0809153692631,21.560590952452948,6.816495855160704,8.867807179430601,0.2589840928550274
90,3575.9,308,768,338.0,561.0,929.0,749.0,17.998034841621937,35.233441088259895,21.686763717571363,6.943636650278549,15.257484730089727,9.43799588504018
93,3707.0,309,768,339.0,561.0,931.0,749.0,20.972286362059464,36.22485826173907,22.7055146441826,7.140180422655415,0.2841007254591805,-6.439616443745536
95,3782.3,308,768,338.0,561.0,931.0,749.0,22.421280692529024,36.68243541872946,23.89907510691894,7.980127733937182,43.88828517391532,20.09041364696337
97,3843.4,308,768,338.0,561.0,930.0,749.0,24.022800741995383,37.21627543521824,23.61829285240313,7.6188041459364815,1.4142549187587032,0.4562112641156005
98,3876.3,309,768,339.0,561.0,930.0,749.0,24.86169219647776,37.52132687321184,25.323207379211933,8.3296649722115,-13.58759852938347,-12.653451130488484
100,3943.2,308,768,338.0,561.0,929.0,749.0,26.386949386445725,37.97890403020222,24.692269330439505,7.836710304935945,20.10831979138922,3.9106456296612335
101,3975.3,309,768,338.0,561.0,930.0,749.0,27.3021037004265,38.28395546819582,24.816718057013247,7.81567874463859,3.3554910102180333,2.269890977500429
102,4042.9,309,768,338.0,561.0,930.0,749.0,28.979886609391254,38.8177954846846,25.29238647935048,8.126209677668163,7.529886977972207,3.557352619919305
103,4075.1,309,768,338.0,561.0,930.0,749.0,29.818778063873637,39.0465840631798,26.146817237183274,8.605024144806142,1.9469934268635356,7.739298871782258
104,4109.3,309,768,338.0,561.0,929.0,750.0,30.657669518356013,39.35163550117339,26.74169891660922,8.753534156570062,25.375566595691964,11.727950991625988
106,4176.8,309,768,338.0,561.0,930.0,749.0,32.487978146317566,39.96173837716057,27.48098810589212,9.1519465567729,24.29038845531632,3.016304116747789
107,4207.4,308,768,338.0,561.0,930.0,748.0,33.403132460298345,40.26678981515417,28.128853479526366,8.871222726266689,2.9048526278993423,-9.328591772530606
108,4250.2,309,768,338.0,561.0,929.0,750.0,34.31828677427912,40.57184125314776,28.672300206259774,9.26584862724997,53.52404711688312,12.35527613516738
109,4275.2,308,768,338.0,561.0,930.0,749.0,35.309703947758294,40.87689269114135,29.204995049898656,9.60478513425,10.750403089532089,6.187732010835595
110,4307.2,309,768,338.0,561.0,930.0,749.0,36.22485826173907,41.10568126963655,29.32554594972465,9.516655170289864,21.07696040212614,22.26310968882666
111,4343.2,308,768,338.0,561.0,930.0,749.0,37.21627543521824,41.48699556712854,30.477568672157428,9.875931959011162,-14.701069355643291,0.764795515610929
113,4407.6,309,768,338.0,561.0,930.0,749.0,39.27537264167499,42.17336130261412,30.047704031348932,9.887215901232253,-6.691341246263605,-14.881421821448386
116,4507.7,309,768,338.0,561.0,930.0,749.0,42.24962416211252,43.0885156165949,30.14017980269376,9.156162444279731,8.5390090054008,0.2749591450742363
126,4943.0,308,768,338.0,562.0,928.0,749.0,54.83299597934819,47.28297288900679,27.01112439813921,9.249066444907053,-7.184263117094817,8.43882846739547
130,5107.6,309,768,338.0,562.0,928.0,750.0,59.25624183025528,48.808230078974745,25.10256933920519,8.37258715388319,-27.882548079224133,0.8338989365743394
131,5143.7,309,768,338.0,562.0,928.0,750.0,60.018870425239264,49.11328151696834,25.61087040070073,8.850979954747988,-4.804514026265931,-5.447471050369014
134,5307.0,309,768,338.0,562.0,929.0,749.0,64.13706483815275,50.4860129879395,24.65400205846772,8.845183521296878,-6.914632847377861,5.376479826228031
135,5344.4,308,768,339.0,562.0,929.0,749.0,64.97595629263513,50.7910644259331,25.516787509646573,8.685258949783151,-0.3762311785733501,-3.766000326684837
137,5407.4,308,768,339.0,562.0,929.0,749.0,66.57747634210149,51.40116730192028,25.11974910573979,8.369198553998345,16.19246247431159,-14.858252083170958
138,5443.1,309,768,338.0,562.0,929.0,749.0,67.49263065608227,51.62995588041547,25.29648004488936,8.432160014963085,-4.087952504450261,-1.362650834816021
139,5475.4,309,768,338.0,561.0,928.0,750.0,68.33152211056465,51.85874445891067,25.79629978373227,8.724486186461581,13.568646117511912,7.032255130670782
140,5507.4,308,768,339.0,561.0,928.0,749.0,69.17041356504703,52.16379589690426,26.69200082443929,7.626285949839797,15.252571899678488,0.0
171,6807.8,308,768,338.0,561.0,928.0,749.0,75.34770518441726,53.61279022737382,0.2788820705885215,-0.26697081779763,4.209540688128627,-12.717578395907813
219,8675.3,308,768,339.0,561.0,930.0,748.0,0.7626285949839804,28.598572311899268,0.7766584658300704,13.701793164099207,151.6070207302349,15.154253454529728
220,8707.3,308,768,339.0,561.0,930.0,749.0,1.1439428924759707,29.28493804738485,1.838096427351021,9.560692624930542,54.17221069592845,-39.13924869427765
221,8752.2,308,768,338.0,562.0,930.0,749.0,1.5252571899679608,29.971303782870432,4.252978707705844,7.098488261319006,-75.17795978024374,-137.85438166599724
233,9207.6,309,768,339.0,562.0,931.0,748.0,1.448994330469563,29.971303782870432,0.0,0.0,0.0,0.0
235,9275.5,309,768,338.0,561.0,931.0,749.0,1.3727314709711649,29.971303782870432,0.0,0.0,0.0,0.0
237,9343.5,308,768,338.0,562.0,930.0,749.0,1.3727314709711649,29.971303782870432,0.0,0.0,0.0,0.0
238,9375.7,309,768,338.0,561.0,932.0,748.0,1.3727314709711649,29.971303782870432,0.0,0.0,0.0,0.0
239,9407.4,309,768,339.0,562.0,931.0,749.0,1.3727314709711649,29.971303782870432,0.0015252587152322,0.0,15.252587152266765,0.0
240,9446.4,308,768,338.0,561.0,931.0,748.0,1.3727314709711649,29.971303782870432,0.4047099963582382,0.0,7.866083505505145,0.0
241,9475.5,309,768,338.0,562.0,932.0,748.0,1.3727314709711649,29.971303782870432,1.146235363202383,0.0,22.970648561170165,0.0
242,9507.3,309,768,339.0,562.0,931.0,749.0,1.448994330469563,29.971303782870432,1.8815915570392143,0.374357027646838,22.38637777914443,7.494635188124913
243,9543.4,309,768,338.0,561.0,931.0,748.0,1.448994330469563,29.971303782870432,2.774686559607168,0.7484739494897023,40.99941264395732,15.432452566797984
244,9575.3,309,768,339.0,561.0,931.0,748.0,1.6015200494663588,29.971303782870432,4.0624634428651145,0.8863285153173275,35.470795921049344,17.762094495337355
245,9608.5,309,768,339.0,562.0,932.0,748.0,1.754045768463155,30.047566642368828,4.844446305429006,1.4052212690443129,36.1680638886376,12.8781759066867
246,9743.2,308,768,338.0,561.0,932.0,748.0,2.821725801440728,30.428880939860814,8.770710781420242,2.758142572823489,19.02084983665371,4.684350469576153
247,9775.6,309,768,339.0,562.0,931.0,749.0,3.12677723943432,30.505143799359217,10.19993368580539,3.442127524032162,25.81198234096008,7.757616026028806
248,9807.3,308,768,339.0,562.0,930.0,749.0,3.431828677427912,30.581406658857617,10.410710304887427,3.427356255487044,19.8305678966586,7.465234419698989
249,9845.0,309,768,339.0,561.0,930.0,748.0,3.813142974919902,30.73393237785441,11.113612457891868,3.4500264585340763,27.00865264805442,8.908653178962014
250,9875.2,309,768,339.0,561.0,931.0,749.0,4.2707201319102905,30.886458096851207,11.462445699121178,3.820815233040389,-0.4603354872294813,-0.1534451624098201
251,9907.6,308,768,338.0,561.0,930.0,749.0,4.575771569903883,30.962720956349607,12.16556083723198,4.181911537798481,15.161466646602276,7.580733323300603
252,9943.1,309,768,339.0,562.0,932.0,748.0,5.033348726894271,31.1152466753464,12.679444637624618,3.844839530653733,4.914531444356231,-0.8594570093462139
253,9975.2,308,768,339.0,562.0,931.0,748.0,5.414663024386261,31.2677723943432,12.924927732621702,4.1821522329238405,29.709976157239947,7.380185160078853
254,10007.9,308,768,338.0,561.0,930.0,749.0,5.872240181376649,31.420298113339992,13.618907921971672,4.5418899687108905,13.818535043122534,-0.402698808596481
255,10043.4,309,768,339.0,561.0,930.0,749.0,6.329817338367038,31.49656097283839,14.115746683939694,4.5804297472856215,23.725589120251605,15.52725793919454
256,10075.7,309,768,338.0,561.0,932.0,748.0,6.863657354855824,31.725349551333583,14.859920135120827,4.571346358158789,8.797335335279904,0.3649715610146445
257,10109.1,308,768,338.0,561.0,930.0,749.0,7.321234511846212,31.87787527033038,15.319494237665854,4.9827262139743045,19.789890168224616,9.114877568742935
258,10143.1,309,768,339.0,561.0,930.0,749.0,7.855074528334998,32.03040098932718,15.60767921041185,5.330619797591056,6.20284671670214,-0.4783100895370127
259,10175.4,308,768,339.0,561.0,930.0,749.0,8.388914544823784,32.182926708323976,15.967876678688016,5.3170606409013565,13.428472960952794,14.594191583269724
260,10207.4,308,768,338.0,561.0,930.0,749.0,8.922754561312571,32.41171528681917,16.804756620637598,5.354041809717246,10.429079983794852,-1.5601350307379631
261,10243.7,309,768,339.0,561.0,930.0,749.0,9.456594577801358,32.564241005815965,17.105188026740773,5.701729342246917,23.568700327610426,7.856233442536258
262,10276.2,308,768,338.0,561.0,930.0,749.0,10.066697453788542,32.79302958431116,17.525546898449406,5.70668645229923,17.47768219304277,-6.863520722200889
263,10308.6,308,768,339.0,561.0,930.0,749.0,10.676800329775729,32.945555303307955,17.924496865137552,5.688147918648397,11.700173860077635,8.163022559021535
264,10343.8,308,768,339.0,561.0,931.0,748.0,11.286903205762911,33.174343881803146,18.666582396752208,6.222194132250721,7.627990381909124,2.542663460636764
265,10375.7,308,768,338.0,561.0,929.0,749.0,11.897006081750094,33.326869600799945,18.925011680621505,5.788488412093964,10.6522631772507,8.507781220587527
267,10475.1,308,768,338.0,561.0,930.0,748.0,13.803577569210043,34.013235336285526,19.37486974803422,6.07588943222522,3.160849698547977,-4.771219439699956
268,10507.8,309,768,339.0,561.0,930.0,749.0,14.489943304695627,34.165761055282324,19.39234819251084,6.273995003459391,-3.576767160758089,-1.1571893755393468
270,10607.5,309,768,339.0,561.0,930.0,749.0,16.39651479215558,34.775863931269505,19.92652154021584,6.253869789432201,5.17225894467888,7.459744473038049
271,10643.2,309,768,338.0,561.0,930.0,749.0,17.082880527641162,35.0046525097647,19.97678174545972,6.566211779933842,12.209463659264314,5.47353762479261
272,10680.1,309,768,339.0,561.0,930.0,748.0,17.769246263126742,35.233441088259895,21.234790342855955,6.787113954445967,14.91491508314978,6.4071608835760685
274,10775.3,308,768,339.0,561.0,930.0,749.0,19.82834346958349,35.91980682374548,21.367464847174134,6.716709289913059,8.845541665708149,-3.194998488089837
275,10807.3,309,768,339.0,561.0,930.0,749.0,20.59097206456747,36.14859540224067,21.580412433204355,6.837527921606904,-9.480605486476916,-5.614488443938709
277,10880.1,308,768,338.0,561.0,930.0,749.0,22.116229254535437,36.60617255923106,22.03431034329089,7.121417101740774,3.880517420489372,10.918430011519444
278,10912.2,308,768,339.0,561.0,929.0,750.0,22.802594990021014,36.83496113772625,22.601338183886387,7.30293796068351,28.94534811149147,14.487892430146504
279,10955.1,308,768,338.0,561.0,929.0,749.0,23.641486444503396,37.14001257571985,23.95905541038888,7.415563116778546,34.490917859504364,5.26708597854447
281,11007.6,308,768,338.0,561.0,929.0,750.0,25.09048077497296,37.59758973271023,23.607626777691884,7.714182058014745,-7.849151176365552,-5.866422884418256
282,11044.8,308,768,338.0,561.0,929.0,749.0,25.929372229455332,37.82637831120543,24.295645193782555,7.512081235232797,-26.98612893210913,-3.1150655001887864
286,11242.9,309,768,338.0,561.0,930.0,749.0,30.505143799359217,39.35163550117339,23.535410803401305,7.591038693355358,9.355144061762308,-1.72379731734324
288,11343.4,308,768,339.0,561.0,929.0,749.0,32.86929244380956,40.11426409615737,24.17835692592392,7.745363287030812,3.5338783453340223,-2.680628040627945
289,11375.5,308,768,338.0,561.0,930.0,749.0,33.708183898291935,40.34305267465257,24.528992740825807,7.792903327744306,5.631008840568018,4.768512768156955
291,11443.6,308,768,339.0,562.0,929.0,749.0,35.309703947758294,40.87689269114135,24.50081986492588,8.042381380375103,2.9025076626890307,8.609132897799343
293,11544.3,308,768,338.0,561.0,928.0,750.0,37.82637831120543,41.71578414562373,24.72711720067065,8.306161610305269,-2.0458211975860423,3.2076455813978653
294,11576.4,308,768,338.0,562.0,928.0,749.0,38.58900690618941,42.02083558361732,25.15742003080617,8.38054620194011,6.986049052375597,-3.5162891995311463
296,11643.4,309,768,338.0,561.0,929.0,750.0,40.26678981515417,42.55467560010611,24.966746132095807,8.303600746399807,6.881924758134004,-3.259328001286081
299,11775.4,308,768,338.0,562.0,928.0,750.0,43.62235563308368,43.62235563308368,24.54569547599112,8.08542475674102,-13.261480153659434,-0.0463688117258414
315,12343.7,308,768,338.0,562.0,929.0,749.0,54.604207400853,47.28297288900679,14.747606640866032,4.556073446613841,-23.64012416708937,0.0610330228067199
318,12510.9,308,768,338.0,561.0,929.0,749.0,56.73956746680815,48.045601483990765,13.086000284360102,4.1456904949172,3.764450046204871,-4.969920004823995
321,12608.6,309,768,338.0,562.0,929.0,749.0,58.03603607828091,48.42691578148276,12.761710846498485,4.151204880706088,-10.402923697415003,5.082804053726528
322,12707.3,309,768,338.0,561.0,929.0,749.0,59.179978970756885,48.88449293847314,12.787738948658602,4.420135963169177,3.0153602609471046,2.924198206547832
323,12743.4,309,768,338.0,561.0,930.0,748.0,59.56129326824888,49.03701865746994,13.267144208278904,4.5974843332895965,9.203410028654016,-0.4342552677140959
325,12807.5,309,768,338.0,562.0,928.0,749.0,60.476447582229646,49.342070095463534,13.699914879951637,4.566638293317225,15.191744156079418,0.0
326,12843.4,308,768,338.0,562.0,928.0,749.0,60.93402473922004,49.49459581446033,14.064407163327765,4.940073279865695,6.741849072323195,7.28603419923608
327,12875.2,308,768,338.0,561.0,929.0,749.0,61.391601896210425,49.64712153345712,14.743494927032147,4.914498309010739,20.068852083188155,6.689617361062713
329,12944.0,309,768,339.0,562.0,929.0,749.0,62.3830190696896,50.02843583094912,15.46826765975391,5.273961432811873,21.167902347679533,-0.6480987529900125
330,12976.8,309,768,338.0,562.0,928.0,749.0,62.99312194567678,50.18096154994591,15.99775845996799,5.247823502056231,4.621374943108317,-0.1280978129230216
332,13075.2,308,768,338.0,562.0,929.0,750.0,64.59464199514315,50.7148015664347,16.361537969223093,5.286045834584806,-7.55097689845424,0.8323121946505684
333,13107.8,309,768,338.0,561.0,928.0,749.0,65.12848201163193,50.86732728543149,16.466859832268536,5.262508277459036,2.540478069113759,0.3522928572406384
334,13143.3,309,768,339.0,562.0,929.0,749.0,65.66232202812071,51.01985300442829,16.7332352766534,5.693819081632211,-2.08245325265749,6.992868082300224
336,13208.9,308,768,339.0,561.0,929.0,749.0,66.80626492059669,51.40116730192028,17.190448307653238,6.127240922256939,11.773834005756653,16.754188741135234
337,13244.2,308,768,338.0,561.0,928.0,749.0,67.34010493708547,51.62995588041547,17.934830575437967,6.098860111107046,25.90000129595883,1.035695435535848
338,13284.3,309,768,339.0,562.0,928.0,749.0,67.95020781307265,51.85874445891067,19.628573487645767,5.283975010224803,64.67646400417502,-5.848281187989626
341,13375.5,309,768,339.0,561.0,929.0,750.0,70.0093050195294,52.31632161590106,19.023553864202512,3.9119367821637616,-77.94443820249191,-24.240276444927694
349,13775.5,308,768,339.0,561.0,928.0,749.0,72.29719080448135,52.69763591339305,0.6361388015083234,0.0,2.5476113205734645,0.0
352,13875.4,308,767,339.0,561.0,928.0,749.0,72.37345366397975,52.69763591339305,0.8179425133909862,-0.1697693953071679,1.092102631031408,-3.398786692836207
413,16375.4,309,768,338.0,562.0,931.0,749.0,0.3813142974919902,29.513726625880043,0.0007588298925446,0.0,15.17659785083859,0.0
415,16443.4,309,768,339.0,562.0,931.0,749.0,0.3813142974919902,29.437463766381644,0.2473431154987983,-0.6922287691363418,5.0375379938655085,1.7185083787627389
416,16475.6,309,768,339.0,561.0,931.0,749.0,0.4575771569903882,29.513726625880043,0.6821381508292809,-0.49921872462487,-1.5762122033986,-9.964445601294916
418,16575.1,309,768,339.0,561.0,933.0,748.0,0.4575771569903882,29.361200906883248,1.5469402494734723,0.6142867996492467,14.698181580541515,18.122274746303585
419,16607.5,309,768,339.0,561.0,931.0,749.0,0.5338400164887863,29.361200906883248,2.201508672369441,0.6441444812497202,24.614430877244605,27.30126449249397
420,16643.5,309,768,339.0,562.0,931.0,749.0,0.5338400164887863,29.437463766381644,2.77535485774595,0.8863996505750508,40.15467377884746,17.65736355727167
421,16675.3,309,768,339.0,561.0,931.0,748.0,0.6863657354855824,29.513726625880043,3.976336706238382,1.971854373878148,33.79276566027468,8.974882423933755
422,16715.5,309,768,339.0,562.0,931.0,748.0,0.9151543139807764,29.58998948537844,5.121518074500268,2.3573354404767555,29.45981731036329,4.424494011710384
423,16807.1,309,768,339.0,561.0,931.0,749.0,1.5252571899679608,29.818778063873637,7.776710566216057,3.197961372318119,20.986594050861008,10.601337197533804
424,16843.2,309,768,339.0,561.0,932.0,748.0,1.830308627961553,29.971303782870432,8.538214636531116,2.9922378784737726,20.547650424212435,3.179775165055127
425,16907.4,309,768,339.0,561.0,931.0,749.0,2.440411503948737,30.123829501867228,9.091702454808882,3.286435186568584,11.917820837719932,5.25867165886619
426,16975.0,309,768,339.0,561.0,932.0,748.0,3.12677723943432,30.505143799359217,10.974063725210051,3.73597414067426,17.099804507733,-4.192608569110496
427,17007.3,309,768,339.0,561.0,932.0,748.0,3.50809153692631,30.505143799359217,11.373956449156656,3.9252902733385726,14.01349293502663,8.191978581012005
428,17052.9,309,768,339.0,562.0,932.0,748.0,3.8894058344183,30.657669518356013,12.671453261978058,4.383467244559359,37.288375824399296,9.820806801488091
429,17107.3,309,768,339.0,561.0,931.0,749.0,4.728297288900679,30.962720956349607,12.940021644053544,4.063649170714941,12.61989192225188,9.14612376246927
430,17143.4,309,768,339.0,561.0,931.0,749.0,5.185874445891067,31.1152466753464,14.013691232041168,4.536374215339113,24.77761335276867,0.7879470912955747
431,17175.3,309,768,339.0,561.0,931.0,749.0,5.719714462379853,31.2677723943432,14.68270390433677,4.754732656366725,-4.424803236838095,-3.754378503982013
433,17243.4,309,768,339.0,562.0,931.0,749.0,6.711131635859028,31.57282383233679,14.892517836998564,4.582666222168052,-7.201081253620806,0.1378930452831674
434,17275.5,309,768,339.0,561.0,930.0,749.0,7.168708792849416,31.725349551333583,15.218375346661697,4.845308638945771,15.116847993822606,5.562282347875155
435,17307.7,309,768,339.0,561.0,931.0,748.0,7.626285949839804,31.87787527033038,15.76687062532609,4.801469077627736,8.192911939854655,3.896098960202134
437,17407.2,309,768,339.0,561.0,930.0,748.0,9.30406885880456,32.41171528681917,16.456247771794406,5.111894919137175,3.681518371138713,-1.5138954049533182
438,17443.2,308,768,339.0,561.0,932.0,748.0,9.837908875293348,32.564241005815965,16.81288973264274,5.2603521480548565,7.246484478103351,2.877082891120698
439,17543.0,309,768,339.0,561.0,930.0,749.0,11.591954643756504,33.098081022304754,17.243320789528322,5.144904289676939,0.7563135444072511,-1.9626454283244177
440,17575.5,309,768,339.0,561.0,930.0,749.0,12.125794660245289,33.250606741301546,17.917982170830136,5.1267385483789925,13.689062722571764,1.6902902860206646
441,17609.6,309,768,339.0,561.0,930.0,749.0,12.735897536232471,33.479395319796744,18.209294528909822,5.466761165582224,9.53722701549161,-0.3962052766090289
444,17707.6,309,768,339.0,561.0,930.0,750.0,14.566206164194028,34.013235336285526,18.509724929411675,5.77727127291132,-3.405994352188583,6.733146242508945
